Item #, Item Description, MSP, Retail Price, Dealer Price, Sale Price, Sale Ends, Quantity, UPC Code, Manufacturer, Gun Type, Model Series, Caliber, Action, Capacity, Finish,Stock, Sights, Barrel Length, Overall Length, Features
025236202,BRN T-BOLT TGT/VAR LAM 22LR TB,$749.00,$999.99,$749.00,,,0,#023614686682#,Browning,Rifle: Bolt Action,T-Bolt,22LR,Bolt Action,10+1,Matte Stainless,Satin Finish Gray Laminated/ Monte Carlo,No Sights,22 Medium Target Barrel/ Threaded 1/2-28,40.25,Sling Swivel Studs/ Suppressor Ready
025236270,BRN T-BOLT TGT/VAR LAM 17HMR,$789.00,$1079.99,$789.00,,,0,#023614686705#,Browning,Rifle: Bolt Action,T-Bolt,17HMR,Bolt Action,10+1,Matte Stainless,Satin Finish Gray Laminated/ Monte Carlo,No Sights,22 Medium Target Barrel/ Threaded 1/2-28,40.25,Sling Swivel Studs/ Suppressor Ready
025176202,BRN T-BOLT TGT/VARM RFL 22LR B,$619.00,$849.99,$619.00,,,0,#023614255222#,Browning,Rifle: Bolt Action,T-Bolt,22LR,Bolt Action,10+1,Blue,Satin Finish Walnut/ Monte Carlo/ Checkered,No Sights,22 Heavy/ Semi-Match Chamber/ Recessed Crown,40.25,Gold-Colored Trigger/ Sling Swivel Studs
025176204,BRN T-BOLT TGT/VARM RFL 22M B,$639.00,$879.99,$639.00,,,0,#023614257950#,Browning,Rifle: Bolt Action,T-Bolt,22M,Bolt Action,10+1,Blue,Satin Finish Walnut/ Monte Carlo/ Checkered,No Sights,22 Heavy/ Semi-Match Chamber/ Recessed Crown,40.25,Gold-Colored Trigger/ Sling Swivel Studs
025176270,BRN T-BOLT TGT/VRM RFL 17HMR B,$639.00,$879.99,$639.00,,,0,#023614257967#,Browning,Rifle: Bolt Action,T-Bolt,17HMR,Bolt Action,10+1,Blue,Satin Finish Walnut/ Monte Carlo/ Checkered,No Sights,22 Heavy/ Semi-Match Chamber/ Recessed Crown,40.25,Gold-Colored Trigger/ Sling Swivel Studs
035496282,BRN XBOLT COMP STALK 6.5CR 22B,$749.00,$999.99,$749.00,,,2,#023614739869#,Browning,Rifle: Bolt Action,X-Bolt,6.5 Creedmoor,Bolt Action,4+1,Matte Blue,Composite/ Matte Black,No Sights,22 Free Floating/ Target Crown,42,Sling Swivel Studs/ Adjustable Feather Trigger
035496224,BRN XBOLT COMP STLK 270 22B,$749.00,$999.99,$749.00,,,0,#023614739906#,Browning,Rifle: Bolt Action,X-Bolt,270,Bolt Action,4+1,Matte Blue,Composite/ Matte Black,No Sights,22 Free Floating/ Target Crown,42.75,Sling Swivel Studs/ Adjustable Feather Trigger
035496226,BRN XBOLT COMP STLK 30-06 22B,$749.00,$999.99,$749.00,,,0,#023614739920#,Browning,Rifle: Bolt Action,X-Bolt,30-06,Bolt Action,4+1,Matte Blue,Composite/ Matte Black,No Sights,22 Free Floating/ Target Crown,42.75,Sling Swivel Studs/ Adjustable Feather Trigger
035496229,BRN XBOLT COMP STLK 300 26B,$789.00,$1079.99,$789.00,,,0,#023614739968#,Browning,Rifle: Bolt Action,X-Bolt,300,Bolt Action,3+1,Matte Blue,Composite/ Matte Black,No Sights,26 Free Floating/ Target Crown,46.75,Sling Swivel Studs/ Adjustable Feather Trigger
035496218,BRN XBOLT COMP STALK 308 22B,$749.00,$999.99,$749.00,,,0,#023614739883#,Browning,Rifle: Bolt Action,X-Bolt,308,Bolt Action,4+1,Matte Blue,Composite/ Matte Black,No Sights,22 Free Floating/ Target Crown,41.75,Sling Swivel Studs/ Adjustable Feather Trigger
035496227,BRN XBOLT COMP STLK 7MM 26B,$789.00,$1079.99,$789.00,,,0,#023614739951#,Browning,Rifle: Bolt Action,X-Bolt,7MM,Bolt Action,3+1,Matte Blue,Composite/ Matte Black,No Sights,26 Free Floating/ Target Crown,46.75,Sling Swivel Studs/ Adjustable Feather Trigger
025256202,BRN T-BOLT SPRT MAPLE 22LR B,$629.00,$839.99,$629.00,,,0,#023614856993#,Browning,Rifle: Bolt Action,T-Bolt,22LR,Bolt Action,10+1,Matte Blue,Gloss Finish AAAA Maple/ Checkered,No Sights,22 Semi-Match Chamber/ Recessed Crown,40.25,Sling Swivel Studs/ Adjustable Trigger
035208211,BRN XBOLT HUNTER 243 22B,$809.00,$1099.99,$809.00,,,0,#023614257998#,Browning,Rifle: Bolt Action,X-Bolt,243,Bolt Action,4+1,Low-Luster Blued,Satin Finish Checkered Walnut Stock,No Sights,22 Free Floating/ Target Crown,41.75,Sling Swivel Studs/ Adjustable Feather Trigger
035208224,BRN XBOLT HUNTER 270 22B,$809.00,$1099.99,$809.00,,,0,#023614258063#,Browning,Rifle: Bolt Action,X-Bolt,270,Bolt Action,4+1,Low-Luster Blued,Satin Finish Checkered Walnut Stock,No Sights,22 Free Floating/ Target Crown,42.75,Sling Swivel Studs/ Adjustable Feather Trigger
035208226,BRN XBOLT HUNTER 30-06 22B,$809.00,$1099.99,$809.00,,,0,#023614258087#,Browning,Rifle: Bolt Action,X-Bolt,30-06,Bolt Action,4+1,Low-Luster Blued,Satin Finish Checkered Walnut Stock,No Sights,22 Free Floating/ Target Crown,42.75,Sling Swivel Studs/ Adjustable Feather Trigger
035208229,BRN XBOLT HUNTER 300 26B,$839.00,$1129.99,$839.00,,,0,#023614258100#,Browning,Rifle: Bolt Action,X-Bolt,300,Bolt Action,3+1,Low-Luster Blued,Satin Finish Checkered Walnut Stock,No Sights,26 Free Floating/ Target Crown,46.75,Sling Swivel Studs/ Adjustable Feather Trigger
035208218,BRN XBOLT HUNTER 308 22B,$809.00,$1099.99,$809.00,,,0,#023614258001#,Browning,Rifle: Bolt Action,X-Bolt,308,Bolt Action,4+1,Low-Luster Blued,Satin Finish Checkered Walnut Stock,No Sights,22 Free Floating/ Target Crown,41.75,Sling Swivel Studs/ Adjustable Feather Trigger
035208282,BRN XBOLT HUNTER 6.5CREED 22B,$809.00,$1099.99,$809.00,,,0,#023614442820#,Browning,Rifle: Bolt Action,X-Bolt,6.5 Creedmoor,Bolt Action,4+1,Low-Luster Blued,Satin Finish Checkered Walnut Stock,No Sights,22 Free Floating/ Target Crown,42,Sling Swivel Studs/ Adjustable Feather Trigger
035208227,BRN XBOLT HUNTER 7MM 26B,$839.00,$1129.99,$839.00,,,0,#023614258094#,Browning,Rifle: Bolt Action,X-Bolt,7MM,Bolt Action,3+1,Low-Luster Blued,Satin Finish Checkered Walnut Stock,No Sights,26 Free Floating/ Target Crown,46.75,Sling Swivel Studs/ Adjustable Feather Trigger
035208216,BRN XBOLT HUNTER 7MM-08 22B,$809.00,$1099.99,$809.00,,,0,#023614258681#,Browning,Rifle: Bolt Action,X-Bolt,7MM-08,Bolt Action,4+1,Low-Luster Blued,Satin Finish Checkered Walnut Stock,No Sights,22 Free Floating/ Target Crown,41.75,Sling Swivel Studs/ Adjustable Feather Trigger
035255282,BRN XBOLT HUNTER 6.5CR 22B LH,$829.00,$1129.99,$829.00,,,0,#023614442837#,Browning,Rifle: Bolt Action,X-Bolt,6.5 Creedmoor,Bolt Action,4+1,Low-Luster Blued,Satin Finish Checkered Black Walnut Stock,No Sights,22 Sporter Contour/ Free Floating/ Target Crown,42,Sling Swivel Studs/ Adjustable Feather Trigger
035255226,BRN XBOLT HUNTER 30-06 22B LH,$829.00,$1129.99,$829.00,,,0,#023614071679#,Browning,Rifle: Bolt Action,X-Bolt,30-06,Bolt Action,4+1,Low-Luster Blued,Satin Finish Checkered Walnut Stock,No Sights,22 Free Floating/ Target Crown,42.75,Sling Swivel Studs/ Adjustable Feather Trigger
035255218,BRN XBOLT HUNTER 308 22B LH,$829.00,$1129.99,$829.00,,,0,#023614071587#,Browning,Rifle: Bolt Action,X-Bolt,308,Bolt Action,4+1,Low-Luster Blued,Satin Finish Checkered Walnut Stock,No Sights,22 Free Floating/ Target Crown,41.75,Sling Swivel Studs/ Adjustable Feather Trigger
035438229,BRN XBOLT MAX LR HNTR 300,$1099.00,$1479.99,$1099.00,,,0,#023614679363#,Browning,Rifle: Bolt Action,X-Bolt,300,Bolt Action,3+1,Low Luster Blued,Composite Max/ Textured/ Adjustable LOP & Comb,No Sights,26 Stainless Steel/ Heavy Fluted Sporter,46.875,Feather Trigger/ Hand Reamed Chamber
035438218,BRN XBOLT MAX LR HNTR 308,$1059.00,$1429.99,$1059.00,,,0,#023614679318#,Browning,Rifle: Bolt Action,X-Bolt,308,Bolt Action,4+1,Low Luster Blued,Composite Max/ Textured/ Adjustable LOP & Comb,No Sights,26 Stainless Steel/ Heavy Fluted Sporter,46.125,Feather Trigger/ Hand Reamed Chamber
035438282,BRN XBOLT MAX LR HNTR 6.5CR,$1059.00,$1429.99,$1059.00,,,4,#023614679301#,Browning,Rifle: Bolt Action,X-Bolt,6.5 Creedmoor,Bolt Action,4+1,Low Luster Blued,Composite Max/ Textured/ Adjustable LOP & Comb,No Sights,26 Stainless Steel/Heavy Fluted Sporter/5/8x24,46.125,Feather Trigger/ Hand Reamed Chamber/ Threaded BBL
035438294,BRN XBOLT MAX LR 6.5PRC 26B,$1099.00,$1479.99,$1099.00,,,0,#023614738077#,Browning,Rifle: Bolt Action,X-Bolt,6.5 PRC,Bolt Action,4+1,Matte Black,Composite Max/ Adjustable LOP & Comb,No Sights,26 Stainless Steel/ Heavy Fluted Sporter,46.125,Textured Grip Panels/ Black and Gray Splatter Stock
035438299,BRN XBOLT MAX LR 6.8WEST 26B,$1099.00,$1479.99,$1099.00,,,1,#023614851295#,Browning,Rifle: Bolt Action,X-Bolt,6.8 Western,Bolt Action,3+1,Matte Black,Composite Max/ Adjustable LOP & Comb,No Sights,26 Stainless Steel/ Heavy Fluted Sporter,46.125,Textured Grip Panels/ Black and Gray Splatter Stock
035438227,BRN XBOLT MAX LR HNTR 7MM,$1099.00,$1479.99,$1099.00,,,0,#023614679349#,Browning,Rifle: Bolt Action,X-Bolt,7MM,Bolt Action,3+1,Low Luster Blued,Composite Max/ Textured/ Adjustable LOP & Comb,No Sights,26 Stainless Steel/ Heavy Fluted Sporter,46.875,Feather Trigger/ Hand Reamed Chamber
035531282,BRN XBOLT MAX LR FDE 6.5CR,$989.99,$1329.99,$989.99,,,7,#023614997788#,Browning,Rifle: Bolt Action,X-Bolt,6.5 Creedmoor,Bolt Action,4+1,Low Luster Blued,Flat Dark Earth/Textured/ Adjustable LOP & Comb,No Sights,26 Stainless Steel/Heavy Fluted Sporter/5/8x24,46.125,Feather Trigger/ Hand Reamed Chamber/ Threaded BBL
035531294,BRN XBOLT MAX LR FDE 6.5PRC,$1019.99,$1379.99,$1019.99,,,5,#023614997795#,Browning,Rifle: Bolt Action,X-Bolt,6.5 PRC,Bolt Action,3+1,Low Luster Blued,Flat Dark Earth/Textured/ Adjustable LOP & Comb,No Sights,26 Stainless Steel/Heavy Fluted Sporter/5/8x24,46.125,Feather Trigger/ Hand Reamed Chamber/ Threaded BBL
035200224,BRN XBOLT MEDALLION 270 22B,$909.00,$1229.99,$909.00,,,0,#023614258216#,Browning,Rifle: Bolt Action,X-Bolt,270,Bolt Action,4+1,Blue,Gloss Finish Walnut/ Rosewood Fore-end Tip,No Sights,22 Free Floating/ Target Crown,42.75,Sling Swivel Studs/ Adjustable Feather Trigger
035200226,BRN XBOLT MEDALLION 30-06 22B,$909.00,$1229.99,$909.00,,,0,#023614258230#,Browning,Rifle: Bolt Action,X-Bolt,30-06,Bolt Action,4+1,Blue,Gloss Finish Walnut/ Rosewood Fore-end Tip,No Sights,22 Free Floating/ Target Crown,42.75,Sling Swivel Studs/ Adjustable Feather Trigger
035200229,BRN XBOLT MEDALLION 300 26B,$939.00,$1279.99,$939.00,,,0,#023614258254#,Browning,Rifle: Bolt Action,X-Bolt,300,Bolt Action,3+1,Blue,Gloss Finish Walnut/ Rosewood Fore-end Tip,No Sights,26 Free Floating/ Target Crown,46.75,Sling Swivel Studs/ Adjustable Feather Trigger
035200218,BRN XBOLT MEDALLION 308 22B,$909.00,$1229.99,$909.00,,,0,#023614258155#,Browning,Rifle: Bolt Action,X-Bolt,308,Bolt Action,4+1,Blue,Gloss Finish Walnut/Rosewood Fore-End Tip,No Sights,22 Free Floating/ Target Crown,41.75,Sling Swivel Studs/ Adjustable Feather Trigger
035200282,BRN XBOLT MEDALLION 6.5CR 22B,$909.00,$1229.99,$909.00,,,0,#023614442844#,Browning,Rifle: Bolt Action,X-Bolt,6.5 Creedmoor,Bolt Action,4+1,Blue,Gloss Finish Walnut/ Rosewood Fore-End Tip,No Sights,22 Free Floating/ Target Crown,42,Sling Swivel Studs/ Adjustable Feather Trigger
035497282,BRN XBOLT STALKER 6.5CR 22SS,$979.00,$1329.99,$979.00,,,0,#023614740025#,Browning,Rifle: Bolt Action,X-Bolt,6.5 Creedmoor,Bolt Action,4+1,Stainless Steel,Composite/ Matte Black,No Sights,22 Free Floating/ Target Crown,42,Sling Swivel Studs/ Adjustable Feather Trigger
035497224,BRN XBOLT STALKER 270 22SS,$979.00,$1329.99,$979.00,,,0,#023614740063#,Browning,Rifle: Bolt Action,X-Bolt,270,Bolt Action,4+1,Stainless Steel,Composite/ Matte Black,No Sights,22 Free Floating/ Target Crown,42.75,Sling Swivel Studs/ Adjustable Feather Trigger
035497226,BRN XBOLT STALKER 30-06 22SS,$979.00,$1329.99,$979.00,,,2,#023614740087#,Browning,Rifle: Bolt Action,X-Bolt,30-06,Bolt Action,4+1,Stainless Steel,Composite/ Matte Black,No Sights,22 Free Floating/ Target Crown,42.75,Sling Swivel Studs/ Adjustable Feather Trigger
035497229,BRN XBOLT STALKER 300 26SS,$1009.00,$1379.99,$1009.00,,,0,#023614740124#,Browning,Rifle: Bolt Action,X-Bolt,300,Bolt Action,3+1,Stainless Steel,Composite/ Matte Black,No Sights,26 Free Floating/ Target Crown,46.75,Sling Swivel Studs/ Adjustable Feather Trigger
035497218,BRN XBOLT STALKER 308 22SS,$979.00,$1329.99,$979.00,,,0,#023614740049#,Browning,Rifle: Bolt Action,X-Bolt,308,Bolt Action,4+1,Stainless Steel,Composite/ Matte Black,No Sights,22 Free Floating/ Target Crown,41.75,Sling Swivel Studs/ Adjustable Feather Trigger
035497227,BRN XBOLT STALKER 7MM 26SS,$1009.00,$1379.99,$1009.00,,,4,#023614740117#,Browning,Rifle: Bolt Action,X-Bolt,7MM,Bolt Action,3+1,Stainless Steel,Composite/ Matte Black,No Sights,26 Free Floating/ Target Crown,46.75,Sling Swivel Studs/ Adjustable Feather Trigger
018728306,BRN CYN ULT TRKY 12MC/246 MOBL,$1969.00,$2649.99,$1969.00,,,0,#023614852377#,Browning,Shotgun: Over and Under,Cynergy,12 Gauge,Over & Under,2,Mossy Oak Bottomlands Camo,Mossy Oak Bottomlands Camo/ Texured Grip,Ivory Front & Mid Bead,24,41,Adjustable Comb/ Marble Arms Bullseye Rear Sight
035235224,BRN XBOLT WHITE GOLD 270 22SS,$1239.00,$1679.99,$1239.00,,,0,#023614067351#,Browning,Rifle: Bolt Action,X-Bolt,270,Bolt Action,4+1,Stainless Steel,Gloss Chk'd Walnut/Rosewood Fore-end/ Pst Grip,No Sights,22 Free Floating/ Target Crown,42.5,Sling Swivel Studs/ Adjustable Feather Trigger
035235226,BRN XBOLT WHITE GOLD 3006 22SS,$1239.00,$1679.99,$1239.00,,,0,#023614067375#,Browning,Rifle: Bolt Action,X-Bolt,30-06,Bolt Action,4+1,Stainless Steel,Gloss Chk'd Walnut/Rosewood Fore-end/ Pst Grip,No Sights,22 Free Floating/ Target Crown,42.5,Sling Swivel Studs/ Adjustable Feather Trigger
035235229,BRN XBOLT WHITE GOLD 300 26SS,$1269.00,$1699.99,$1269.00,,,0,#023614067399#,Browning,Rifle: Bolt Action,X-Bolt,300,Bolt Action,3+1,Stainless Steel,Gloss Chk'd Walnut/Rosewood Fore-end/ Pst Grip,No Sights,26 Free Floating/ Target Crown,46.75,Sling Swivel Studs/ Adjustable Feather Trigger
035235218,BRN XBOLT WHITE GOLD 308 22SS,$1239.00,$1679.99,$1239.00,,,0,#023614067283#,Browning,Rifle: Bolt Action,X-Bolt,308,Bolt Action,4+1,Stainless Steel,Gloss Chk'd Walnut/Rosewood Fore-end/ Pst Grip,No Sights,22 Free Floating/ Target Crown,41.75,Sling Swivel Studs/ Adjustable Feather Trigger
035235282,BRN XBOLT WHITE GOLD 6.5CR 22B,$1239.00,$1679.99,$1239.00,,,0,#023614442905#,Browning,Rifle: Bolt Action,X-Bolt,6.5 Creedmoor,Bolt Action,4+1,Stainless Steel,Gloss Chk'd Walnut/Rosewood Fore-end/ Pst Grip,No Sights,22 Free Floating/ Target Crown,42,Sling Swivel Studs/ Adjustable Feather Trigger
035555282,BRN XBOLT HC MAX LR 6.5CR 26B,$1189.00,$1599.99,$1189.00,,,0,#023614852674#,Browning,Rifle: Bolt Action,X-Bolt,6.5 Creedmoor,Bolt Action,4+1,Cerakote Smoked Bronze,Composite Max Stock/ Adj. Comb/ OVIX Camo,No Sights,26 Fluted/ Target Crown/ Threaded 5/8-24 TPI,46.125,Textured Grip Panels/ Extended Bolt Handle
035555294,BRN XBOLT HC MAX LR 6.5PRC 26B,$1209.00,$1629.99,$1209.00,,,0,#023614852698#,Browning,Rifle: Bolt Action,X-Bolt,6.5 PRC,Bolt Action,3+1,Cerakote Smoked Bronze,Composite Max Stock/ Adj. Comb/ OVIX Camo,No Sights,26 Fluted/ Target Crown/ Threaded 5/8-24 TPI,46.125,Textured Grip Panels/ Extended Bolt Handle
035588282,BRN XBOLT MAX LR 6.5CR 26 OD,$989.00,$1329.99,$989.00,,,0,#023614857020#,Browning,Rifle: Bolt Action,X-Bolt,6.5 Creedmoor,Bolt Action,4+1,OD Green,Composite Max Stock/ Adj. Comb/ LOP Spacers,No Sights,26 Fluted/ Target Crown/ Threaded 5/8-24 TPI,46.125,Textured Grip Panels/ Extended Bolt Handle
035588297,BRN XBOLT MAX LR 300PRC 26B OD,$1019.00,$1379.99,$1019.00,,,0,#023614857075#,Browning,Rifle: Bolt Action,X-Bolt,300 PRC,Bolt Action,3+1,Low Luster Blued,OD Green/ Textured/ Adjustable LOP & Comb,No Sights,26 Stainless Steel/Heavy Fluted Sporter/5/8x24,46.125,Feather Trigger/ Hand Reamed Chamber/ Threaded BBL
035588298,BRN XBOLT MAX LR 7MMPRC 26B OD,$1019.00,$1379.99,$1019.00,,,0,#023614857051#,Browning,Rifle: Bolt Action,X-Bolt,7MM PRC,Bolt Action,3+1,Low Luster Blued,OD Green/ Textured/ Adjustable LOP & Comb,No Sights,26 Stainless Steel/Heavy Fluted Sporter/5/8x24,46.125,Feather Trigger/ Hand Reamed Chamber/ Threaded BBL
035555299,BRN XBOLT HC MAX LR 6.8WST 26B,$1209.00,$1629.99,$1209.00,,,0,#023614852704#,Browning,Rifle: Bolt Action,X-Bolt,6.8 Western,Bolt Action,3+1,Cerakote Smoked Bronze,Composite Max Stock/ Adj. Comb/ OVIX Camo,No Sights,26 Fluted/ Target Crown/ Threaded 5/8-24 TPI,46.125,Textured Grip Panels/ Extended Bolt Handle
035555227,BRN XBOLT HC MAX LR 7MM 26B,$1209.00,$1629.99,$1209.00,,,0,#023614852711#,Browning,Rifle: Bolt Action,X-Bolt,7MM,Bolt Action,3+1,Cerakote Smoked Bronze,Composite Max Stock/ Adj. Comb/ OVIX Camo,No Sights,26 Fluted/ Target Crown/ Threaded 5/8-24 TPI,46.875,Textured Grip Panels/ Extended Bolt Handle
035555297,BRN XBOLT HC MAX LR 300PRC 26B,$1209.00,$1629.99,$1209.00,,,0,#023614852766#,Browning,Rifle: Bolt Action,X-Bolt,300 PRC,Bolt Action,3+1,Cerakote Smoked Bronze,Composite Max Stock/ Adj. Comb/ OVIX Camo,No Sights,26 Fluted/ Target Crown/ Threaded 5/8-24 TPI,46.875,Textured Grip Panels/ Extended Bolt Handle
035555229,BRN XBOLT HC MAX LR 300 26B,$1209.00,$1629.99,$1209.00,,,1,#023614852735#,Browning,Rifle: Bolt Action,X-Bolt,300,Bolt Action,3+1,Cerakote Smoked Bronze,Composite Max Stock/ Adj. Comb/ OVIX Camo,No Sights,26 Fluted/ Target Crown/ Threaded 5/8-24 TPI,46.875,Textured Grip Panels/ Extended Bolt Handle
035558282,BRN XBOLT SPEED 6.5CR 22B,$1029.00,$1379.99,$1029.00,,,0,#023614852797#,Browning,Rifle: Bolt Action,X-Bolt,6.5 Creedmoor,Bolt Action,4+1,Cerakote Smoked Bronze,Synthetic/ OVIX Camo,No Sights,22 Free Floating/ Fluted/ Target Crown,42,Adjustable Feather Trigger/ Drilled & Tapped
035558294,BRN XBOLT SPEED 6.5PRC 24B,$1059.00,$1429.99,$1059.00,,,0,#023614852858#,Browning,Rifle: Bolt Action,X-Bolt,6.5 PRC,Bolt Action,3+1,Cerakote Smoked Bronze,Synthetic/ OVIX Camo,No Sights,24 Free Floating/ Fluted/ Target Crown,44,Adjustable Feather Trigger/ Drilled & Tapped
035558299,BRN XBOLT SPEED 6.8WST 24B,$1059.00,$1429.99,$1059.00,,,0,#023614852865#,Browning,Rifle: Bolt Action,X-Bolt,6.8 Western,Bolt Action,3+1,Cerakote Smoked Bronze,Synthetic/ OVIX Camo,No Sights,24 Free Floating/ Fluted/ Target Crown,42,Adjustable Feather Trigger/ Drilled & Tapped
035558218,BRN XBOLT SPEED 308 22B,$1029.00,$1379.99,$1029.00,,,0,#023614852810#,Browning,Rifle: Bolt Action,X-Bolt,6.5 Creedmoor,Bolt Action,4+1,Cerakote Smoked Bronze,Synthetic/ OVIX Camo,No Sights,22 Free Floating/ Fluted/ Target Crown,42,Adjustable Feather Trigger/ Drilled & Tapped
035558246,BRN XBOLT SPEED 300WSM 23B,$1059.00,$1429.99,$1059.00,,,0,#023614852889#,Browning,Rifle: Bolt Action,X-Bolt,300WSM,Bolt Action,3+1,Cerakote Smoked Bronze,Synthetic/ OVIX Camo,No Sights,23 Free Floating/ Fluted/ Target Crown,43,Adjustable Feather Trigger/ Drilled & Tapped
035558224,BRN XBOLT SPEED 270 22B,$1029.00,$1379.99,$1029.00,,,0,#023614852827#,Browning,Rifle: Bolt Action,X-Bolt,270,Bolt Action,4+1,Cerakote Smoked Bronze,Synthetic/ OVIX Camo,No Sights,22 Free Floating/ Fluted/ Target Crown,42.75,Adjustable Feather Trigger/ Drilled & Tapped
035558226,BRN XBOLT SPEED 30-06 22B,$1029.00,$1379.99,$1029.00,,,0,#023614852834#,Browning,Rifle: Bolt Action,X-Bolt,30-06,Bolt Action,4+1,Cerakote Smoked Bronze,Synthetic/ OVIX Camo,No Sights,22 Free Floating/ Fluted/ Target Crown,42.75,Adjustable Feather Trigger/ Drilled & Tapped
035558227,BRN XBOLT SPEED 7MM 26B,$1059.00,$1429.99,$1059.00,,,0,#023614852896#,Browning,Rifle: Bolt Action,X-Bolt,7MM,Bolt Action,3+1,Cerakote Smoked Bronze,Synthetic/ OVIX Camo,No Sights,26 Free Floating/ Fluted/ Target Crown,46.75,Adjustable Feather Trigger/ Drilled & Tapped
035558288,BRN XBOLT SPEED 28NOS 26B,$1089.00,$1479.99,$1089.00,,,0,#023614852902#,Browning,Rifle: Bolt Action,X-Bolt,28 Nosler,Bolt Action,3+1,Cerakote Smoked Bronze,Synthetic/ OVIX Camo,No Sights,26 Free Floating/ Fluted/ Target Crown,46.75,Adjustable Feather Trigger/ Drilled & Tapped
035558229,BRN XBOLT SPEED 300 26B,$1059.00,$1429.99,$1059.00,,,0,#023614852919#,Browning,Rifle: Bolt Action,X-Bolt,300,Bolt Action,3+1,Cerakote Smoked Bronze,Synthetic/ OVIX Camo,No Sights,26 Free Floating/ Fluted/ Target Crown,46.75,Adjustable Feather Trigger/ Drilled & Tapped
035558297,BRN XBOLT SPEED 300PRC 26B,$1059.00,$1429.99,$1059.00,,,0,#023614852933#,Browning,Rifle: Bolt Action,X-Bolt,300 PRC,Bolt Action,3+1,Cerakote Smoked Bronze,Synthetic/ OVIX Camo,No Sights,26 Free Floating/ Fluted/ Target Crown,46.75,Adjustable Feather Trigger/ Drilled & Tapped
035558298,BRN XBOLT SPEED 7MM PRC 24B,$1059.00,$1429.99,$1059.00,,,0,#023614857228#,Browning,Rifle: Bolt Action,X-Bolt,7MM PRC,Bolt Action,3+1,Cerakote Smoked Bronze,Synthetic/ OVIX Camo,No Sights,24 Free Floating/ Fluted/ Target Crown,42,Adjustable Feather Trigger/ Drilled & Tapped
035557282,BRN XBOLT SPEED LR 6.5CR 26B,$1049.00,$1399.99,$1049.00,,,0,#023614852957#,Browning,Rifle: Bolt Action,X-Bolt,6.5 Creedmoor,Bolt Action,4+1,Cerakote Smoked Bronze,Synthetic/ Adjustable Comb/ OVIX Camo,No Sights,26 Free Floating/ Fluted/ Threaded/ 5-8/24 TPI,46,Adjustable Feather Trigger/ Drilled & Tapped
035557299,BRN XBOLT SPEED LR 6.8WST 26B,$1089.00,$1479.99,$1089.00,,,0,#023614852988#,Browning,Rifle: Bolt Action,X-Bolt,6.8 Western,Bolt Action,3+1,Cerakote Smoked Bronze,Synthetic/ Adjustable Comb/ OVIX Camo,No Sights,26 Free Floating/ Fluted/ Threaded/ 5-8/24 TPI,46,Adjustable Feather Trigger/ Drilled & Tapped
035557224,BRN XBOLT SPEED LR 270 26B,$1049.00,$1399.99,$1049.00,,,0,#023614855989#,Browning,Rifle: Bolt Action,X-Bolt,270,Bolt Action,3+1,Cerakote Smoked Bronze,Synthetic/ Adjustable Comb/ OVIX Camo,No Sights,26 Free Floating/ Fluted/ Threaded/ 5-8/24 TPI,46.75,Adjustable Feather Trigger/ Drilled & Tapped
035557246,BRN XBOLT SPEED LR 300WSM 26B,$1089.00,$1479.99,$1089.00,,,0,#023614853008#,Browning,Rifle: Bolt Action,X-Bolt,300WSM,Bolt Action,3+1,Cerakote Smoked Bronze,Synthetic/ Adjustable Comb/ OVIX Camo,No Sights,26 Free Floating/ Fluted/ Threaded/ 5-8/24 TPI,46,Adjustable Feather Trigger/ Drilled & Tapped
035557227,BRN XBOLT SPEED LR 7MM 26B,$1089.00,$1479.99,$1089.00,,,0,#023614853015#,Browning,Rifle: Bolt Action,X-Bolt,7MM,Bolt Action,3+1,Cerakote Smoked Bronze,Synthetic/ Adjustable Comb/ OVIX Camo,No Sights,26 Free Floating/ Fluted/ Threaded/ 5-8/24 TPI,46.75,Adjustable Feather Trigger/ Drilled & Tapped
035557298,BRN XBOLT SPEED LR 7MM PRC 26B,$1089.00,$1479.99,$1089.00,,,0,#023614857242#,Browning,Rifle: Bolt Action,X-Bolt,7MM PRC,Bolt Action,3+1,Cerakote Smoked Bronze,Synthetic/ Adjustable Comb/ OVIX Camo,No Sights,26 Free Floating/ Fluted/ Threaded/ 5-8/24 TPI,46,Adjustable Feather Trigger/ Drilled & Tapped
035557288,BRN XBOLT SPEED LR 28NOS 26B,$1119.00,$1499.99,$1119.00,,,0,#023614853022#,Browning,Rifle: Bolt Action,X-Bolt,28 Nosler,Bolt Action,3+1,Cerakote Smoked Bronze,Synthetic/ Adjustable Comb/ OVIX Camo,No Sights,26 Free Floating/ Fluted/ Threaded/ 5-8/24 TPI,46.75,Adjustable Feather Trigger/ Drilled & Tapped
035557229,BRN XBOLT SPEED LR 300 26B,$1089.00,$1479.99,$1089.00,,,0,#023614853039#,Browning,Rifle: Bolt Action,X-Bolt,300,Bolt Action,3+1,Cerakote Smoked Bronze,Synthetic/ Adjustable Comb/ OVIX Camo,No Sights,26 Free Floating/ Fluted/ Threaded/ 5-8/24 TPI,46.75,Adjustable Feather Trigger/ Drilled & Tapped
